long_name,overall,potential,cluster
Ezequiel Ignacio Centurión,70,74,1
Gideon Mensah,70,74,0
Sean Nealis,70,74,0
Joan Femenías del Salto,70,74,1
Gerald Martin Távara Mogollón,70,74,0
Jan Schöppner,70,74,0
Cameron Puertas Castro,70,74,0
Boris Tomiak,70,74,0
Milutin Osmajić,70,74,0
Leandro Nicolás Lozano Fernández,70,74,0
Stijn van Gassel,70,74,1
Renato Pantalon,70,74,1
Santiago Longo,70,74,0
Muhamed Tijani,70,74,0
Alexandre Zurawski,70,74,0
Jordi Vanlerberghe,70,73,0
Thomas Didillon,70,73,1
Lucas Mauricio Acosta,70,73,1
Anthony Mandréa,70,73,1
Reece Burke,70,73,0
Emil Hansson,70,73,0
Joe Williams,70,73,0
Bingourou Kamara,70,73,1
Ibrahim Cissé,70,73,0
Max Christiansen,70,73,0
Maximiliano Samuel Romero,70,73,0
张玉宁,70,73,0
Felix Passlack,70,73,0
Ryan Mmaee Nwambeben Kabir,70,73,0
Saúl Savin Salcedo Zárate,70,73,0
Rodrigo Tarín Higón,70,73,0
Benedikt Gimber,70,73,0
Stefan Gartenmann,70,73,0
Lorenzo Maria Dickmann,70,73,0
Moussa Koné,70,73,0
Ismaël Chester Diallo,70,73,0
Matteo Cotali,70,73,0
John Victor Maciel Furtado,70,73,1
Jackson William Yueill,70,73,0
Abdelhamid Sabiri,70,73,0
Merveille Bopé Bokadi,70,73,0
Alfa Semedo Esteves,70,73,0
Leonardo Rodrigues Lima,70,73,0
Sofian Kiyine,70,73,0
Yıldırım Mert Çetin,70,73,0
Shandon Baptiste,70,73,0
Nikola Maraš,70,73,0
Hernán De La Fuente,70,73,0
Mohammed Dauda,70,73,0
Johan Camilo Caballero Cristancho,70,73,0
Artem Dovbyk,70,73,0
Seyed Majid Hosseini,70,73,0
Adrian Šemper,70,73,1
Carlos Nahuel Benavídez Protesoni,70,73,0
Chima Sean Okoroji,70,73,0
Adrián Guerrero Aguilar,70,73,0
Sam McCallum,70,73,0
Iván Martos Campillo,70,73,0
Santiago Gerardo Rojas López,70,73,1
渡辺 剛,70,73,0
Roberto Nicolás Fernández Fagúndez,70,73,0
Luis Geovanny Segovia Vega,70,73,0
Washington Bryan Corozo Becerra,70,73,0
Baktiyar Zaynutdinov,70,73,0
Facundo Leonel Mater,70,73,0
Jon Morcillo Conesa,70,73,0
Jackson Muleka Kyanvubu,70,73,0
Jusuf Gazibegović,70,73,0
Endri Çekiçi,70,73,0
Sorba Thomas,70,73,0
Fábio Roberto Gomes Netto,70,73,0
Julien Le Cardinal,70,73,0
Thai Baribo,70,73,0
Libor Holík,70,73,0
Rodrigo Miguel Forte Paes Martins,70,73,0
Lucas Arce,70,73,0
George Long,70,72,1
Pablo Ignacio Galdames Millán,70,72,0
Filip Wojciech Jagiełło,70,72,0
Víctor Andrés Moreno Córdoba,70,72,0
Samuel Christopher Bastien,70,72,0
Jordy de Wijs,70,72,0
Julian Pollersbeck,70,72,1
Brice Wembangomo,70,72,0
Kevin Diks Bakarbessy,70,72,0
José Antonio Devecchi,70,72,1
George David Dobson,70,72,0
Diego González Polanco,70,72,0
João Pedro da Costa Gamboa,70,72,0
Anto Grgić,70,72,0
Gökhan Akkan,70,72,1
Jules Van Cleemput,70,72,0
Dominik Baumgartner,70,72,0
Chiedozie Ogbene,70,72,0
Kye Francis Rowles,70,72,0
Rémy Descamps,70,72,1
Aldair Alejandro Quintana Rojas,70,72,1
Ibrahim Drešević,70,72,0
Gastón Gómez,70,72,1
Dennis Tørset Johnsen,70,72,0
하창래 河昌莱,70,72,0
Buduka Dylan Batubinsika,70,72,0
Ivan Šunjić,70,72,0
Vakoun Issouf Bayo,70,72,0
Facundo Mallo Blanco,70,72,0
Alejandro Jair Cabeza Jiménez,70,72,0
Jhojan Esmaides Julio Palacios,70,72,0
Pablo Nicolás López De León,70,72,0
Joel Vieira Pereira,70,72,0
Nikola Vasilj,70,72,1
Seung Wook Park,70,72,0
Terence Kongolo,70,71,0
Kenneth Josiah Omeruo,70,71,0
Ricardo Alexandre Almeida Santos,70,71,0
Nikolas Ioannou,70,71,0
Iver Tobias Rørvik Fossum,70,71,0
William David Cuesta Mosquera,70,71,1
Joe Lumley,70,71,1
Josh Laurent,70,71,0
Julián Rodrigo Fernández,70,71,0
Ignacio Pussetto,70,71,0
Mickaël Ramon Malsa,70,71,0
Colby David Bishop,70,71,0
Joshua Lloyd Ginnelly,70,71,0
Robert Bauer,70,71,0
Patrick Pflücke,70,71,0
Scott Wright,70,71,0
Aaron Graham John Collins,70,71,0
Chris Vianney Bedia,70,71,0
Kasim Adams Nuhu,70,71,0
Lucas Alexander Sosa,70,71,0
Isaac Mbenza,70,71,0
Sergi Palencia Hurtado,70,71,0
Viktor Kovalenko,70,71,0
José David Contreras Verna,70,71,1
Andrei Virgil Ivan,70,71,0
Jannes-Kilian Horn,70,71,0
Mathias Honsak,70,71,0
三好 康児,70,71,0
Alexis Arias Tuesta,70,71,0
Yakou Méïté,70,71,0
Flavio Medeiros da Silva,70,71,0
Víctor Álvarez Rozada,70,71,0
João Vitor Brandão Figueiredo,70,71,0
Joel Soñora,70,71,0
Santiago Cáseres,70,71,0
Marc Gual Huguet,70,71,0
Anastasios Chatzigiovanis,70,71,0
Tomás Ezequiel Guidara,70,71,0
Samuel Kalu Ojim,70,71,0
Yordan Hernando Osorio Paredes,70,71,0
奥奈 武,70,71,0
이진현 Jin Hyun Lee,70,71,0
Lucas Possignolo,70,71,0
Zoran Arsenić,70,71,0
Omar Andrés Bertel Vergara,70,71,0
Neyder Stiven Moreno Betancur,70,71,0
Mohamed Dräger,70,71,0
Igor Silva de Almeida,70,71,0
Abdulrahman Abdullah Ghareeb,70,71,0
Oladapo Joshua Afolayan,70,71,0
Sadegh Moharrami,70,71,0
Farid El Melali,70,71,0
Lyndon John Dykes,70,71,0
Sergio Ruiz Alonso,70,71,0
Ricardo Martins Guimarães,70,71,0
Diego Gonzalo García Cardozo,70,71,0
Sergio Bermejo Lillo,70,71,0
Guzmán Corujo Bríccola,70,71,0
Julio Joao Ortiz Landázuri,70,71,0
金子 拓郎,70,71,0
Leonai Souza de Almeida,70,71,0
Xeber Alkain Mitxelena,70,71,0
Alassane Ndao,70,71,0
Adonis Stalin Preciado Quintero,70,71,0
Giuseppe Sibilli,70,71,0
Mohamed Sherif Mohamed,70,71,0
Shahruddin Magomedaliyev,70,71,1
Marcelo Alberto Barovero,70,70,1
Mikel Rico Moreno,70,70,0
이청용 李青龙,70,70,0
Jérémy Ménez,70,70,0
Billy Sharp,70,70,0
Johan Dahlin,70,70,1
José Ángel Crespo Rincón,70,70,0
Federico Dionisi,70,70,0
António Manuel Fernandes Mendes,70,70,0
Kaiansu Kei Kamara,70,70,0
Dax McCarty,70,70,0
Dmytro Chyhrynskyi,70,70,0
Leonardo Fabián Burián Castro,70,70,1
Bengt Erik Marcus Berg,70,70,0
Fabian Lustenberger,70,70,0
Tobias Sippel,70,70,1
Artur Jędrzejczyk,70,70,0
Thomas Mangani,70,70,0
Rouwen Hennings,70,70,0
James O'Shea,70,70,0
Marcelo Moreno Martins,70,70,0
Mahmut Tekdemir,70,70,0
Walter Alejandro Gargano Guevara,70,70,0
Jonathan Howson,70,70,0
Robert Tesche,70,70,0
Martin Kelly,70,70,0
Matthieu Dreyer,70,70,1
Lucas David Pratto,70,70,0
Tomáš Pekhart,70,70,0
Michiel Kramer,70,70,0
Ched Evans,70,70,0
Kyle Bartley,70,70,0
Roman Neustädter,70,70,0
Francisco José Olivas Alba,70,70,0
Carlos Andrés Villanueva Roland,70,70,0
Volkan Babacan,70,70,1
Loïc Négo,70,70,0
Mamadou Samassa,70,70,1
André Hansen,70,70,1
Lunan Ruben Gabrielsen,70,70,0
Ulises Alejandro Dávila Plascencia,70,70,0
Guðlaugur Victor Pálsson,70,70,0
Håvard Kallevik Nielsen,70,70,0
Sean Everet Johnson,70,70,1
Kian Hansen,70,70,0
Sébastien Corchia,70,70,0
Leandro Chichizola,70,70,1
Bo Niklas Hult,70,70,0
Daniel Ginczek,70,70,0
Andreu Fontàs Prat,70,70,0
Enda Stevens,70,70,0
Yunus Mallı,70,70,0
Marc Mateu Sanjuán,70,70,0
Riad Nouri,70,70,0
Iván Alexis Pillud,70,70,0
Roderick Jefferson Gonçalves Miranda,70,70,0
Markus Pink,70,70,0
Andre Gray,70,70,0
Kevin Long,70,70,0
Alberto Abdiel Quintero Medina,70,70,0
Stefan Ilsanker,70,70,0
Borja González Tomás,70,70,0
Danny Batth,70,70,1
Aldo Sebastián Corzo Chávez,70,70,0
Irven Beybe Ávila Acero,70,70,0
Ignasi Miquel i Pons,70,70,0
Mehdi Bourabia,70,70,0
Raffaele Maiello,70,70,0
Steve Clark,70,70,1
Gonzalo Pablo Castellani,70,70,0
Stanislav Tecl,70,70,0
Josip Drmić,70,70,0
Simone Romagnoli,70,70,0
Marcelo H. Passos Carné,70,70,1
Jonathan Mensah,70,70,0
Antonio Aldo Caracciolo,70,70,0
홍철 洪喆,70,70,0
Diego Mariño Villar,70,70,1
Ciprian Ioan Deac,70,70,0
Kamil Ahmet Çörekçi,70,70,0
Daniel Batz,70,70,1
David Timor Copoví,70,70,0
Felicio Anando Brown Forbes,70,70,0
Nicolai Oppen Larsen,70,70,1
Guillermo Enio Burdisso,70,70,0
Ryan Leonard,70,70,0
Adam Rhys Davies,70,70,1
Florent Ogier,70,70,0
Lionel Jules Carole,70,70,0
Nicolas De Préville,70,70,0
Nick Powell,70,70,0
Tomáš Kalas,70,70,0
Maxime Colin,70,70,0
Frederik Hillersborg Sørensen,70,70,0
Marco Capuano,70,70,0
Mats Møller Dæhli,70,70,0
Robbie Brady,70,70,0
Daniel Anthony Johnson,70,70,0
Diego Santiago Fagúndez Pepe,70,70,0
Michele Camporese,70,70,0
Gustav Mendonca Wikheim,70,70,0
Alfredo Morales,70,70,0
Timothy Chandler,70,70,0
Abdoulay Diaby,70,70,0
Fernando Uribe Hincapié,70,70,0
Dimitri Bisoli,70,70,0
Alejandro Martínez Sánchez,70,70,0
Joshua Risdon,70,70,0
Joseph Peter Newell,70,70,0
Alexander Schwolow,70,70,1
김기희 金基熙,70,70,0
Robin Jansson,70,70,0
Britt Curtis Assombalonga,70,70,0
Joe Bryan,70,70,0
Alfredo Donnarumma,70,70,0
Gaëtan Courtet,70,70,0
Ahmad Benali,70,70,0
Felipe Alejandro Gutiérrez Leiva,70,70,0
Richard Windbichler,70,70,0
Christian Nikolaj Sørensen,70,70,0
Darío Lezcano,70,70,0
Marcus Bettinelli,70,70,1
George Alan Saville,70,70,0
Toni Leistner,70,70,0
Álvaro Vadillo Cifuentes,70,70,0
Phillipp Klement,70,70,0
최영준 财杨钧,70,70,0
Carl Oscar Johan Lewicki,70,70,0
Igor Rossi Branco,70,70,0
Jorge Djaniny Tavares Semedo,70,70,0
Luca Ceppitelli,70,70,0
Dener Gomes Clemente,70,70,0
Alexander Ring,70,70,0
Onur Bulut,70,70,0
Benjamin Uphoff,70,70,1
Stefano Sabelli,70,70,0
Jeremy Dudziak,70,70,0
Callum Jack Robinson,70,70,0
Matt Hedges,70,70,0
Pablo Ínsua Blanco,70,70,0
Modou Barrow,70,70,0
Erik Durm,70,70,0
Andreas Christopher Linde,70,70,1
Oluwasemilogo Adesewo Ibidapo Ajayi,70,70,0
Matthew Pearson,70,70,0
주세종 朱世钟,70,70,0
Sergi Samper Montañá,70,70,0
Magnus Lennart Eriksson,70,70,0
Robin Kwamina Quaison,70,70,0
Tim Chow,70,70,0
Zymer Bytyqi,70,70,0
Marky Delgado,70,70,0
Roberto Antonio Correa Silva,70,70,0
Andrés José Rodríguez Gaitán,70,70,0
Simon Fredrik Hedlund,70,70,0
Philipp Ziereis,70,70,0
Bård Finne,70,70,0
Kristoffer Haugen,70,70,0
Radosław Paweł Murawski,70,70,0
Pietro Iemmello,70,70,0
Mattheus Andrade Gama de Oliveira,70,70,0
Gustavo Henrique Vernes,70,70,0
Lucas Eduardo dos Santos João,70,70,0
Emiliano Marcondes Camargo Hansen,70,70,0
André Ibsen Rømer,70,70,0
Hassan Kadesh Mahboob,70,70,0
José María Martín-Bejarano Serrano,70,70,0
Robert Mario Flores Bistolfi,70,70,0
Julien Yves Rémi López Baila,70,70,0
Esteban Ariel Saveljich,70,70,0
Moryké Fofana,70,70,0
Jamal Lowe,70,70,0
Tyler Dominic Boyd,70,70,0
Robert Leipertz,70,70,0
Isnairo Reis Silva Morais,70,70,0
Andreas Voglsammer,70,70,0
Robert Berić,70,70,0
Kenan Karaman,70,70,0
Callum O'Dowda,70,70,0
Gyasi Zardes,70,70,0
Cephas Malele,70,70,0
DeAndre Roselle Yedlin,70,70,0
Wylan Cyprien,70,70,0
Levin Mete Öztunali,70,70,0
Ismael Tajouri-Shradi,70,70,0
Matheus Simonete Bressanelli,70,70,0
Omar Fernando Tobio,70,70,0
Simon Gustafson,70,70,0
João Pedro Gomes Camacho,70,70,0
Ken Nlata Sema,70,70,0
Rasmus Schüller,70,70,0
Sam Gallagher,70,70,0
Davide Biraschi,70,70,0
Diego Martín Rodríguez Berrini,70,70,0
Francesco Forte,70,70,0
Jorge Enrique Arias De la Hoz,70,70,0
Juan Pablo Zuluaga Estrada,70,70,0
Vladimir Javier Hernández Rivero,70,70,0
Rafael Andrés Carrascal Avilez,70,70,0
Rodrigo Andrés Ureña Reyes,70,70,0
Andrés Ricaurte Vélez,70,70,0
Sebastián Pérez Cardona,70,70,0
Jefferson Andrés Duque Montoya,70,70,0
Nicolás Pasquini,70,70,0
Leandro Iván Benegas,70,70,0
Andrew Hughes,70,70,0
Claudio Matías Kranevitter,70,70,0
Diego Luis Braghieri,70,70,0
Horacio De Dios Orzán,70,70,0
Emanuel Mariano Insúa Zapata,70,70,0
Mariano Ezequiel Bíttolo,70,70,0
Fabrizio Germán Angileri,70,70,0
Adrien Hunou,70,70,0
Leonardo Rafael Jara,70,70,0
Carlos Daniel Auzqui,70,70,0
Guido Marcelo Carrillo,70,70,0
César Marcelo Meli,70,70,0
Maikel Mesa Piñero,70,70,0
Filipe Miguel Neves Ferreira,70,70,0
Fernando Monetti,70,70,1
Damián Marcelo Musto,70,70,0
Bart Vriends,70,70,0
Alan James Browne,70,70,0
Alain Baroja Méndez,70,70,1
Enrique Luis Triverio,70,70,0
Ryan Peter Hedges,70,70,0
Sargis Adamyan,70,70,0
Luís Rafael Soares Alves,70,70,0
Joshua Dean Windass,70,70,0
Nicolás Agustín Ferreyra,70,70,0
Cristian Ariel Bordacahar,70,70,0
Raffaele Di Gennaro,70,70,1
Alexandre Miguel Barros Soares,70,70,0
Uroš Matić,70,70,0
José Manuel Rodríguez Benito,70,70,0
Jason Steven Cummings,70,70,0
Adrián Martín Balboa Camacho,70,70,0
Assan Torrez Ceesay,70,70,0
Iván Márquez Álvarez,70,70,0
Mattia Caldara,70,70,0
Florent Hadërgjonaj,70,70,0
Lovre Kalinić,70,70,1
Michael David Barrios Puerta,70,70,0
Joe Lolley,70,70,0
김도혁 金道亨,70,70,0
Daniel Lovitz,70,70,0
Juan Carlos Pereira Díaz,70,70,0
刘彬彬,70,70,0
Juan Manuel García García,70,70,0
曹赟定,70,70,0
Paulo Daniel Azzi Dentello,70,70,0
Gustavo Henrique da Silva Sousa,70,70,0
강상우 姜祥佑,70,70,0
Nicolás Adrián Oroz,70,70,0
Florin Lucian Tănase,70,70,0
Famara Diédhiou,70,70,0
Benedikt Zech,70,70,0
Javier Eraso Goñi,70,70,0
Hugo Adnan Boumous,70,70,0
Saleh Mohammed Al Jamaan,70,70,0
Andy Jorman Polo Andrade,70,70,0
René Renner,70,70,0
Tom van Weert,70,70,0
Stephen Kingsley,70,70,0
Marlon Ritter,70,70,0
Lucas Andrés Colitto,70,70,0
Andreas Gruber,70,70,0
Kylian Hazard,70,70,0
Jeppe Theis Tverskov,70,70,0
Jesús Imaz Ballesté,70,70,0
Nermin Zolotić,70,70,0
Walter Iván Alexis Montoya,70,70,0
Leonardo Mancuso,70,70,0
Lucas Giuliano Passerini,70,70,0
Miguel Filipe Nunes Cardoso,70,70,0
Hamilton Emanuel Piedra Ordóñez,70,70,1
Luis Fernando León Bermeo,70,70,0
Fabián Héctor Sambueza,70,70,0
Karol Mets,70,70,0
Lucas Emanuel Gamba,70,70,0
Joaquín Marcelo Laso,70,70,0
Matthew Ryan Polster,70,70,0
Dario Melnjak,70,70,0
Marko Dugandžić,70,70,0
Salvador Ichazo Fernández,70,70,1
이영재 李荣载,70,70,0
Lachlan Robert Tua Jackson,70,70,0
김진혁 金镇夏,70,70,0
Gerrit Holtmann,70,70,0
Fernando Fabián Fernández Acosta,70,70,0
Mauro Rodolfo Pittón,70,70,0
Yanis Rahmani Cordeiro,70,70,0
Victor Hugo Silva Braga,70,70,1
Óscar Francisco García Quintela,70,70,0
André Watshini Bukia,70,70,0
Lucas Ahijado Quintana,70,70,0
Matías Ignacio Fernández Cordero,70,70,0
Vítor Martín Angulho Fancini,70,70,1
Samuel Thomas Carvalho Melo,70,70,0
Daniel Clayton Branco Julião,70,70,0
Paolo Marco Leima Donatelo,70,70,0
Marlon Rômulo Dias Cavalcanti,70,70,0
Heltinho Melo Chaves,70,70,0
Elton Matheus Bessa Acuna,70,70,0
Douglas Arthur Silbeira Martins,70,70,0
Jonaldo Kauã Monteiro Moura,70,70,0
Luan Vágner Simões Eustáquio,70,70,0
Césario Marco Pesso Limberg,70,70,0
Nuno Jorgino Moldeiro Vaz,70,70,0
Renato Peter Mestres Silveira,70,70,0
Anselmo Túlio Marques Barni,70,70,0
Leôncio Roger Lobeiro Cunha,70,70,0
Tiago Nathan Pombeira Gesser,70,70,0
Patric Bernard Alves Coelho,70,70,0
Saberto Josué Botelho Rios,70,70,0
Sinan Bakış,70,70,0
Hauke Finn Wahl,70,70,0
Miloš Pantović,70,70,0
Waldo Rubio Martín,70,70,0
Ahmet Metin Arslan,70,70,0
Alexis Nahuel Soto,70,70,0
José Manuel Arnáiz Díaz,70,70,0
Brian Rolando Blasi,70,70,0
Juan David Ríos Henao,70,70,0
Sultan Abdullah Al-Ghannam,70,70,0
小塚 和季,70,70,0
Simen Kristiansen Juklerød,70,70,0
Jon Bautista Orgilles,70,70,0
Noah Joel Sarenren Bazee,70,70,0
Vitor Marlon Bereitta Cortejo,70,70,0
Jairo Ralph Farnias Almeida,70,70,1
Robert Ayrton Piris Da Motta,70,70,0
Gauthier Hein,70,70,0
Jannik Müller,70,70,0
Bakaye Dibassy,70,70,0
Luigi Canotto,70,70,0
Michele Castagnetti,70,70,0
Carlos Emilio Rodríguez Rodríguez,70,70,0
Matúš Bero,70,70,0
Nikola Dovedan,70,70,0
Bartosz Nowak,70,70,0
Iván Arturo Torres Riveros,70,70,0
Benito Ramírez del Toro,70,70,0
Yonatthan Nicolás Rak Barragán,70,70,0
Marwane Saadane,70,70,0
Vinicius Lúcio Trieiro Lobato,70,70,0
Jailson Pietro Oliva Chiamulera,70,70,0
Luan Vágner Sendeiro Zanon,70,70,0
Lourival Adnan Rodeiro Reis,70,70,0
Martin Victor Cordeia Damasco,70,70,0
Marlion Rômulo Rolim Nascimento,70,70,0
Túlio Sebastião Sandoiro Baumer,70,70,0
Latif Blessing,70,70,0
Antoine Léautey,70,70,0
Álvaro Rodríguez Pérez,70,70,0
Sory Kaba,70,70,0
シュミット・ダニエル,70,70,1
Florin Constantin Niţă,70,70,1
Moritz Heyer,70,70,0
Pedro Miguel Cunha Sá,70,70,0
Sami Al Khaibari,70,70,0
Leonardo Pablo Koutris,70,70,0
Cristian George Ganea,70,70,0
Alexandru Mihail Băluță,70,70,0
Franko Andrijašević,70,70,0
Saba Lobzhanidze,70,70,0
Leo Štulac,70,70,0
Williams Ismael Riveros Ibáñez,70,70,0
Cláudio Falcão Santos,70,70,0
Romario Andrés Ibarra Mina,70,70,0
Ricardo Ryller Ribeiro Lino Silva,70,70,0
Albert Vallçi,70,70,0
Francisco Gámez López,70,70,0
Tobias Mohr,70,70,0
Gonzalo Cacicedo Verdú,70,70,0
Jesús Jiménez Núñez,70,70,0
Andrey Estupiñán Quiñonez,70,70,0
Farley Vieira Rosa,70,70,0
Jhon Jairo Cifuente Vergara,70,70,0
Gerson Leal Rodrigues Gouveia,70,70,0
Basilio Gabriel Costa Heredia,70,70,0
Andrei Andonie Burcă,70,70,0
Risto Radunović,70,70,0
Andrei Viorel Artean,70,70,0
Jim Émilien Ngowet Allevinah,70,70,0
Cristian Orlando Vega,70,70,0
Leandro Daniel Requena,70,70,1
Paulo Victor da Silva,70,70,0
Erce Kardeşler,70,70,1
Gastón Rodríguez Maeso,70,70,0
Armando Jesús Méndez Alcorta,70,70,0
Marcos Maximiliano Cantera Mora,70,70,0
Leonel Enrique Quiñónez Padilla,70,70,0
Jonathan David Dos Santos Duré,70,70,0
Juan Danilo Santacruz González,70,70,0
Gustav Ludwigson,70,70,0
Juan Infante,70,70,0
Alejandro Gabriel Medina,70,70,1
Milton Giménez,70,70,0
Abdelkader Bedrane,70,70,0
Samet Akaydın,70,70,0
Alison Nicola Pérez Barone,70,70,1
Gonzalo Ariel Sosa,70,70,0
Gonzalo Rodrigo Carneiro Méndez,70,70,0
Orobó Tiago,70,70,0
